f_gender,f_age,f_height,f_shoe_size*,f_number_of_pets*,f_platinum_albums*,f_weekly_workouts*,f_number_of_siblings*,f_pokemon_collected*,f_facebook_friends_count,f_facebook_photos_count,m_gender,m_age,m_height,m_shoe_size*,m_number_of_pets*,m_platinum_albums*,m_weekly_workouts*,m_number_of_siblings*,m_pokemon_collected*,m_facebook_friends_count,m_facebook_photos_count,members_became_friends
female,23,68,5.5,7.5,7.5,7.5,7.5,7.5,939,230,male,22,74,6,8.5,7.5,8.5,7.5,7.5,642,200,TRUE
female,29,70,7,8,7.5,7.5,7,7,620,434,male,31,70,5,7.5,7.5,7.5,8,8,1008,303,TRUE
female,24,64,5.5,8.5,7.5,8,8,7.5,999,725,male,26,70,5.5,8,7.5,8,7.5,7.5,486,200,FALSE
female,26,67,6.5,7.5,7.5,7.5,7,7,2100,681,male,29,69,7.5,8,7.5,8,8,8,695,407,TRUE
female,24,67,5.5,7.5,7.5,7.5,7,6.5,622,509,male,25,71,6,7.5,7,7.5,7,7.5,678,481,TRUE
female,25,66,6,7.5,7.5,7.5,7.5,7.5,850,436,male,26,73,6.5,8,7.5,8,7.5,7.5,825,165,TRUE
female,28,69,7,8,7.5,8,8,7.5,1052,216,male,32,81,6,7.5,7.5,7.5,8.5,7.5,1855,203,TRUE
female,27,64,5.5,7.5,8,7.5,8,8,841,230,male,32,73,5.5,8.5,7.5,8.5,8.5,7.5,970,198,FALSE
female,22,67,7.5,8,8,8,8,7.5,1212,230,male,28,68,5.5,8,7,8,7.5,7.5,920,211,TRUE
female,23,75,7,7.5,8,7.5,7,6.5,925,422,male,24,67,5.5,7.5,7.5,8,8,7.5,1750,432,FALSE
female,23,68,6,8,8,8,8,7.5,408,415,male,26,76,6.5,8,7.5,8,8,7.5,577,412,FALSE
female,24,64,7.5,8.5,7.5,8.5,7.5,7.5,876,230,male,26,72,5.5,8,7.5,7.5,7.5,7.5,646,229,FALSE
female,27,64,5.5,7.5,7.5,7.5,7,7.5,903,209,male,27,72,6,7.5,7.5,7.5,7.5,7.5,1188,230,TRUE
female,28,67,4.5,8.5,7.5,8.5,8,8,2082,594,male,29,67,5,7.5,7.5,7.5,7.5,7.5,505,208,FALSE
female,22,70,6,8.5,7.5,8.5,8.5,7.5,850,217,male,22,71,6.5,7.5,7.5,7.5,7.5,7.5,1375,228,FALSE
female,24,65,5.5,7.5,7.5,7.5,7.5,7.5,1167,403,male,28,68,5.5,8,7,8,8,7.5,1449,289,FALSE
female,29,66,6,8,7.5,8,8.5,7.5,980,433,male,28,69,5,8,7.5,7.5,8,7.5,286,390,FALSE
female,29,71,4.5,8.5,7.5,8,7.5,7,517,460,male,25,72,5.5,8,7,8,7,7.5,947,218,FALSE
female,23,67,7.5,8,7.5,8,8,7.5,1637,516,male,25,72,7,8,7.5,8.5,8,7.5,722,449,FALSE
female,23,68,6.5,7.5,7.5,8,7.5,7,1380,466,male,23,72,6.5,8,7.5,8,7.5,7.5,840,456,TRUE
female,25,64,5.5,8,7,8,8,7,1619,470,male,24,70,6,8.5,7,8.5,7.5,7.5,1628,483,TRUE
female,23,66,6,7.5,7.5,7.5,8,7.5,964,222,male,25,73,6.5,7.5,7.5,7.5,7.5,7.5,556,230,TRUE
female,25,69,6,7.5,7.5,7.5,7,7.5,1557,412,male,27,69,6,7.5,7.5,8,8,7.5,1467,430,TRUE
female,24,65,6,7.5,7.5,7.5,8,7.5,619,760,male,29,69,6,8,7.5,8,7.5,7.5,728,417,FALSE
female,24,61,4,7.5,7,7.5,7.5,7.5,1061,468,male,26,68,5.5,7.5,7,7.5,7,7,533,37,TRUE
female,25,61,6.5,7.5,8,8,7.5,7.5,924,440,male,24,72,6,8,8,7.5,8,7.5,756,430,FALSE
female,25,65,5.5,8,7.5,8,7.5,7,1384,593,male,25,72,6.5,7.5,7,7.5,7.5,7.5,672,450,TRUE
female,26,67,6,8,7,8,7.5,7.5,399,507,male,28,74,6,7.5,7.5,7.5,7.5,7.5,1131,400,FALSE
female,23,67,6,8,8,8,7.5,7.5,2072,446,male,26,76,6,7.5,7.5,7.5,7.5,7.5,1437,172,TRUE
female,26,64,6,7.5,7,7.5,7.5,7.5,1042,420,male,26,70,6,8,8,8,8,8,880,230,TRUE
female,25,67,6.5,8,7,8.5,7,7.5,935,465,male,23,72,6,8,7,8,7.5,7,1224,322,FALSE
female,24,68,5.5,7.5,7.5,8,7.5,7.5,1353,483,male,24,73,5.5,8,7,8,7,7.5,690,341,TRUE
female,25,67,6,7.5,7.5,7.5,8,7.5,1134,282,male,27,75,7.5,8,8,7.5,7.5,7.5,1349,436,TRUE
female,24,64,6.5,7.5,7.5,7.5,7.5,7.5,1524,230,male,24,77,7,7.5,8,7.5,8.5,7.5,608,442,TRUE
female,24,65,5.5,7.5,7.5,7.5,7.5,7.5,1236,458,male,23,71,6.5,7.5,7.5,7.5,8.5,7.5,897,395,FALSE
female,25,65,6,7.5,7.5,7.5,8,7.5,874,405,male,24,72,4.5,8.5,7.5,7.5,7.5,7,473,89,TRUE
female,24,69,5,7.5,7.5,7.5,7,7.5,1434,447,male,24,69,5,8,7.5,7.5,7.5,7.5,920,569,FALSE
female,24,69,5.5,8,7,8,7,7.5,956,467,male,23,65,5.5,7.5,7.5,8,7.5,7.5,1212,463,FALSE
female,23,61,7.5,8,7.5,8,7.5,7,1453,230,male,24,71,6,8.5,7.5,8.5,7.5,7.5,895,205,TRUE
female,22,68,6.5,8,7.5,8.5,7.5,7.5,1024,443,male,24,69,6,8,7,7.5,7.5,7,1584,431,TRUE
female,25,63,5,7.5,7.5,7.5,7,7.5,548,561,male,26,71,4,8.5,7.5,8,7.5,7.5,862,418,FALSE
female,26,71,5.5,7.5,7.5,7.5,7.5,7.5,696,400,male,27,70,5.5,7.5,7.5,7.5,8,8,536,117,FALSE
female,28,65,5.5,8,7.5,8,7.5,7.5,342,227,male,34,75,6,7.5,7.5,8,7,7.5,681,64,FALSE
female,24,64,5,8,7,8,8.5,7.5,541,479,male,24,71,5,8,7,8,7.5,7,1122,403,TRUE
female,27,66,6.5,7.5,7.5,8,7.5,7.5,444,720,male,26,66,5.5,8,7.5,8,7.5,7.5,841,711,TRUE
female,27,66,6,7.5,7.5,8,7.5,7.5,1892,415,male,27,74,5.5,8,7.5,8,7.5,7.5,829,544,FALSE
female,27,66,4.5,8,6.5,8,7,7,755,367,male,26,68,4.5,7.5,6.5,8,7,7.5,1124,336,TRUE
female,24,62,4.5,8,7,8,8,7.5,1038,400,male,28,68,4.5,8,7.5,8,7.5,7.5,753,414,TRUE
female,27,64,5.5,8,7.5,8,7,7.5,1059,456,male,27,69,6,8,7.5,7.5,7.5,7.5,482,130,TRUE
female,26,63,7.5,7.5,7.5,7.5,7.5,7.5,1861,825,male,28,70,7,8,7,8,8,7.5,669,569,TRUE
female,25,70,4.5,8,7.5,8,7.5,7.5,832,450,male,27,75,4.5,8.5,7.5,8.5,7,7.5,775,503,FALSE
female,27,65,6,7.5,7.5,8,7.5,7.5,1330,429,male,27,76,6,8,7.5,8,7.5,7.5,1824,407,TRUE
female,27,64,5,8,7.5,7.5,7.5,7.5,842,401,male,27,70,6,7.5,7.5,7.5,7,7.5,1746,426,FALSE
female,27,66,7,8,7.5,8,8,8,982,383,male,25,74,7,7,7,7,7,7,1191,295,TRUE
female,30,63,6,7.5,7.5,8,7.5,6,741,642,male,33,72,7,7.5,7,7.5,7,7,249,290,FALSE
female,27,66,5.5,7.5,7.5,7.5,7,7.5,498,79,male,26,79,5,8,7,7.5,8,7.5,810,230,FALSE
female,24,73,6,8,7.5,7.5,7.5,7.5,692,191,male,24,71,5.5,7.5,7,7.5,7.5,7.5,74,12,FALSE
female,25,64,6,8,7.5,8,7.5,7.5,1557,531,male,24,75,6,7,7.5,7.5,7.5,7.5,701,449,TRUE
female,23,66,5.5,7.5,7.5,7.5,7.5,7.5,1267,501,male,24,69,6.5,8,7.5,8,8.5,7.5,1887,465,FALSE
female,21,64,6.5,7.5,7.5,7.5,7,7,1363,230,male,23,71,5.5,7.5,7.5,7.5,8,8,1238,230,TRUE
female,26,59,6,8,7.5,8,7,7.5,410,177,male,28,70,6,8,7.5,8,7.5,7.5,958,522,TRUE
female,28,66,5,8,7.5,7.5,8,7,500,22,male,30,68,5,7.5,7,7.5,8,7.5,536,143,FALSE
female,21,70,5.5,7.5,7.5,7.5,7.5,7,1224,230,male,22,70,6,7.5,7.5,7.5,7.5,7.5,695,230,FALSE
female,24,64,6.5,7.5,7.5,8,7.5,7,743,614,male,23,64,6,7.5,6.5,7.5,7.5,7,1839,453,FALSE
female,23,65,6,8,7.5,8,7.5,7.5,535,540,male,24,70,5,8,8,7.5,8,7.5,1148,540,FALSE
female,24,66,6,8,7.5,8,7.5,7.5,1699,527,male,25,72,7,8,7.5,8.5,8,7.5,722,449,TRUE
female,26,68,5,7.5,7.5,8,7.5,7.5,718,447,male,24,76,6.5,8,7.5,8,8,7.5,1062,412,TRUE
female,26,64,5,7.5,7.5,8,7.5,7,488,436,male,27,71,6,8,7.5,8,8.5,7.5,1103,287,FALSE
female,23,64,7,7,7,7,7,7,1886,524,male,27,71,7,7.5,7.5,8,8.5,7.5,840,214,TRUE
female,28,64,5,8,7.5,7.5,8,7.5,840,406,male,29,67,5,8,7,8,8.5,7.5,1142,150,TRUE
female,27,63,7.5,7.5,7.5,7.5,7.5,7.5,728,445,male,29,66,6,8,7,8,8,7.5,648,325,FALSE
female,27,66,5,8,7.5,8,7.5,7.5,1351,205,male,34,74,6.5,8,7.5,8,7.5,7.5,759,199,TRUE
female,26,64,5.5,7.5,7.5,8,7,7.5,587,435,male,24,69,5,8,7.5,7.5,7.5,6.5,688,223,FALSE
female,26,72,6.5,8,7,8,7,7.5,322,230,male,23,70,5,8,7,7.5,7.5,7.5,342,131,FALSE
female,25,65,6,7.5,7.5,7.5,8,7.5,874,405,male,27,70,6,7,7.5,7,8,7.5,658,337,FALSE
female,27,69,5.5,7.5,7.5,7.5,7.5,7.5,344,221,male,31,72,3.5,8,7,7.5,7.5,7.5,840,255,FALSE
female,23,66,6.5,8,7.5,8,7.5,7.5,1259,230,male,22,71,7,8,7,8,7.5,7,1120,230,TRUE
female,23,64,5.5,7.5,7,7.5,7,7,1518,216,male,24,70,5.5,8,7,8,7.5,7.5,1806,516,TRUE
female,24,67,6,7.5,7.5,8,7.5,7.5,1396,548,male,24,72,5.5,8,7.5,8,8,7.5,1094,415,TRUE
female,23,62,5,7.5,7.5,7.5,8.5,8,1477,567,male,25,73,4.5,8,7.5,8,8.5,7.5,753,490,TRUE
female,24,67,6.5,7.5,7.5,8,7.5,7.5,1025,442,male,24,71,6,8,7.5,8,7.5,7.5,669,381,TRUE
female,22,66,5.5,7.5,7.5,7.5,7,7,1197,207,male,23,68,6.5,7.5,7,7.5,7.5,7.5,574,326,FALSE
female,24,65,5.5,7.5,7.5,8,7.5,7,878,400,male,28,75,6.5,8,7.5,7.5,7.5,7.5,687,230,FALSE
female,23,63,6,7.5,7.5,8,7,7,874,475,male,24,65,5,7.5,7.5,7.5,8,7.5,766,407,TRUE
female,23,66,5,7.5,7,7.5,8,7,1076,409,male,24,72,5.5,8,7,8,7,7.5,940,318,TRUE
female,26,68,5.5,8,7.5,8.5,7,7,706,420,male,24,70,5.5,7.5,7.5,7.5,7,7.5,682,407,FALSE
female,24,64,5,8,8,7.5,7.5,7.5,1545,475,male,26,70,5.5,7.5,8,7.5,7.5,7.5,451,125,TRUE
female,23,63,4.5,7.5,7,8,7,7,1065,230,male,25,71,6,7.5,7.5,7.5,7.5,7.5,655,230,TRUE
female,28,69,7,7.5,7.5,8,7.5,7.5,808,400,male,32,72,5.5,8,7.5,8,7.5,7.5,1309,408,FALSE
female,28,65,5.5,7.5,7.5,7.5,7.5,8,860,230,male,29,70,7,7.5,7.5,8,7.5,7.5,612,152,FALSE
female,28,62,6,8,7.5,7.5,7.5,7.5,685,230,male,36,75,7,7.5,7.5,8,8,7.5,950,29,TRUE
female,24,64,5,8,7.5,8,7,7.5,531,422,male,25,69,4,7.5,7,8,7,7,739,230,TRUE
female,28,64,6,7.5,7.5,8,7.5,7.5,845,490,male,29,74,5.5,8,7.5,8,8,7.5,702,222,FALSE
female,25,64,5,8.5,7,7.5,8.5,8,800,413,male,25,76,5.5,7.5,7.5,8,8,7.5,1217,228,TRUE
female,27,62,6,7.5,7,8,7,7.5,528,181,male,28,64,4.5,7.5,7,8,7,7,569,176,FALSE
female,27,70,5.5,8,8,8,7.5,7.5,1011,575,male,27,67,6,8,7.5,7.5,8.5,7.5,969,223,FALSE
female,25,66,6,7.5,7.5,7.5,7.5,7.5,486,595,male,28,71,6,7.5,7.5,8,8,7.5,1201,446,TRUE
female,24,71,7.5,8.5,7.5,8,7.5,7,1281,469,male,27,75,7,8,7.5,8,7.5,7.5,726,438,TRUE
female,23,69,6,7.5,7.5,7.5,7.5,7.5,985,230,male,24,74,6,7.5,7.5,8,7.5,7.5,1087,405,TRUE
female,24,64,5.5,8,7.5,8,7,7,472,229,male,23,70,5.5,7.5,7,8,7.5,7.5,508,223,FALSE
female,24,63,5,7.5,7,7.5,7.5,6,642,511,male,24,73,4.5,8,7,8.5,7.5,7,1020,433,FALSE
female,23,63,5,7.5,7.5,7.5,7,7.5,1199,414,male,25,71,6,8,7,8,7.5,7.5,748,195,TRUE
female,27,64,4.5,7.5,7.5,7.5,7.5,7,894,339,male,25,74,5,7.5,7.5,7.5,8,7.5,477,223,TRUE
female,22,66,7,8,7.5,8,7.5,7,916,453,male,24,70,6,7.5,7.5,7.5,7.5,7.5,816,474,TRUE
female,26,66,7,7.5,7.5,8,7,7.5,1584,418,male,26,70,7,7.5,7.5,7.5,7.5,7.5,1059,230,TRUE
female,26,65,6,7.5,7.5,7.5,7.5,7.5,799,409,male,26,71,5.5,7.5,7.5,7.5,7.5,7.5,780,721,FALSE
female,24,63,6.5,8.5,7.5,8,7.5,7.5,1822,230,male,24,69,5,8.5,7.5,8.5,7.5,7.5,802,212,FALSE
female,23,63,6.5,7.5,7.5,8,7,7.5,1153,472,male,24,74,7.5,8,7.5,8,7.5,7.5,649,492,TRUE
female,24,62,4.5,7.5,7.5,7.5,7.5,7.5,566,230,male,26,71,6,8,7.5,7.5,7.5,7.5,529,334,FALSE
female,27,65,5,8,7,8.5,8,7.5,692,432,male,26,67,5,7.5,7.5,7.5,8.5,7.5,1372,255,FALSE
female,27,67,5.5,8,7,8,7.5,7.5,589,30,male,27,67,6,7.5,7,8,7,7,965,230,TRUE
female,26,65,6,7.5,7,8,7,7.5,554,687,male,25,71,6.5,8,8,8,8,7.5,631,270,TRUE
female,23,66,6,8,7.5,8,7.5,7.5,991,640,male,23,72,6,7.5,8,8,8,7.5,1420,571,TRUE
female,23,67,5,8,7.5,8,7,7,469,225,male,26,72,4.5,7.5,7,7.5,7.5,7.5,624,72,FALSE
female,27,66,7,7.5,7,7.5,7,7,1427,230,male,28,68,6,8,7.5,8,7,7.5,367,97,FALSE
female,29,65,5,8.5,7,8,7.5,7.5,2666,487,male,32,73,5.5,7.5,7.5,7.5,7.5,7.5,843,189,FALSE
female,25,66,5.5,7.5,7,7,7,6.5,717,230,male,27,70,6,7.5,7.5,7.5,8,8,968,278,FALSE
female,24,60,6,7.5,7.5,8,8,7.5,947,229,male,26,69,6.5,8,7.5,7.5,7.5,7.5,2603,502,TRUE
female,27,64,4.5,7.5,7.5,7.5,7.5,7,894,339,male,25,73,5.5,7.5,7.5,7.5,7.5,7.5,1293,409,TRUE
female,22,69,6,8,7.5,8,7.5,7,1245,507,male,23,67,5.5,7.5,7.5,7.5,8.5,7.5,1294,441,FALSE
female,26,67,5.5,8,6.5,8.5,7,7,575,226,male,31,70,5.5,7.5,7,8,7.5,7.5,544,230,FALSE
female,23,64,7,7.5,7,7.5,7.5,7.5,1206,230,male,25,74,6,8.5,7.5,8.5,7.5,7.5,1627,405,TRUE
female,26,67,6,8,7.5,8.5,8.5,7,998,207,male,25,72,7.5,7.5,8,6,9,8,1441,794,TRUE
female,30,66,5,7.5,7.5,7.5,8,7.5,623,408,male,29,70,5.5,7.5,7.5,7.5,7.5,7.5,400,114,FALSE
female,26,63,6,7.5,7.5,7.5,7.5,7.5,493,230,male,26,75,7.5,7.5,7.5,7.5,7.5,7.5,1320,230,FALSE
female,22,69,5.5,7.5,7.5,8,8,7,1271,468,male,23,74,5,8,7.5,8,8.5,8,602,80,TRUE
female,23,65,6,8,7,8,7.5,7.5,1856,787,male,23,68,6.5,8,7,8,7,7,1062,237,TRUE
female,28,64,4.5,7.5,7.5,8,7.5,7,719,430,male,29,66,5.5,7.5,6.5,8,7.5,7.5,806,230,FALSE
female,27,67,5.5,6.5,6.5,7,6.5,7,2125,230,male,29,68,5.5,7.5,7.5,7.5,7.5,7.5,522,230,FALSE
female,27,60,6.5,7.5,7.5,8,8,7.5,508,229,male,29,70,6,8,7.5,8,8.5,7.5,963,161,FALSE
female,23,67,5.5,7.5,7,7.5,8.5,7.5,1108,229,male,24,70,5.5,8,7,8,8.5,7.5,733,227,TRUE
female,23,66,6,7.5,7,8,7,6.5,1013,455,male,25,76,6,7.5,7.5,8,7.5,7.5,1352,230,FALSE
female,26,64,6,7.5,7.5,7.5,7.5,7.5,619,508,male,31,70,6,7.5,7.5,8,7,7.5,422,551,TRUE
female,25,64,6,7.5,7.5,8,7.5,7.5,917,532,male,23,71,6,8,7.5,7.5,7.5,7.5,919,354,FALSE
female,23,66,7.5,8,8,7.5,8,7.5,292,429,male,26,72,5.5,8,7.5,7.5,7.5,7.5,420,411,FALSE
female,27,65,5.5,7.5,7.5,7.5,7.5,7.5,1643,228,male,26,72,6.5,8,7.5,8,8,8,1066,475,TRUE
female,26,68,5.5,8,7.5,8,7.5,7.5,1213,687,male,28,66,5,8,7.5,8,8.5,7.5,729,435,FALSE
female,24,67,5.5,7.5,7,7.5,8,7.5,895,230,male,26,73,5,8,7.5,8,8,7.5,676,209,FALSE
female,23,64,5,8,7,8,7.5,7,186,407,male,23,69,4.5,8,7.5,8,8.5,7.5,1446,491,TRUE
female,27,67,5.5,8,7,8,7,7.5,497,230,male,28,70,5,7.5,7,7.5,7,7.5,513,216,FALSE
female,29,70,7,7.5,7.5,8,8,7.5,1216,410,male,29,70,6,8,7,8,8.5,7.5,1432,218,FALSE
female,24,61,5.5,7.5,7.5,7.5,7.5,7.5,789,432,male,27,71,6,8,7,7,7,7,1081,228,FALSE
female,23,64,6,7.5,7.5,8,7,7.5,2256,401,male,24,72,5.5,7.5,7.5,8,7.5,7.5,760,412,FALSE
female,30,63,6,7.5,7,7.5,7,7.5,438,319,male,26,66,5.5,8,7,8,8,7.5,508,207,FALSE
female,22,66,5.5,8,7.5,8,8,7.5,1753,230,male,22,71,6.5,7.5,7.5,7.5,7.5,7.5,126,8,FALSE
female,23,67,6,7.5,7.5,7.5,7,7,2376,431,male,23,75,5,7.5,7.5,7.5,7.5,7.5,1106,411,TRUE
female,22,66,5.5,7.5,7.5,8,7.5,6.5,599,230,male,23,72,5.5,8,7.5,8,8.5,7.5,548,201,FALSE
female,25,63,6.5,7.5,7.5,7.5,7,7.5,1171,530,male,23,74,7,7.5,7.5,7.5,8,7.5,1042,228,TRUE
female,23,64,6.5,7.5,7.5,7.5,7.5,7.5,1109,230,male,24,74,5.5,7.5,7.5,7.5,7.5,7.5,1123,229,FALSE
female,23,65,5,7.5,7.5,7.5,7.5,7.5,987,514,male,23,69,5.5,7.5,8.5,7.5,7.5,7,1290,459,FALSE
female,25,60,5.5,7.5,7.5,7.5,7.5,7.5,968,230,male,25,68,5.5,7.5,7.5,7.5,7.5,7.5,353,140,TRUE
female,30,62,5.5,7.5,7.5,7.5,8,8,668,446,male,34,69,5.5,7.5,7.5,7.5,7,7.5,433,134,FALSE
female,23,63,6,7.5,7.5,7.5,7.5,7.5,988,230,male,24,71,6,7.5,7.5,7.5,7.5,7.5,1013,216,TRUE
female,28,71,7,7.5,7.5,7.5,8,7.5,803,213,male,27,76,7,8,7,7.5,7.5,7.5,798,208,FALSE
female,26,67,6,7.5,7,8,7.5,7.5,716,512,male,26,70,8,8,8,8,7.5,7.5,907,544,TRUE
female,27,68,6.5,8,7.5,8,7.5,7.5,1128,404,male,27,69,6,8,7.5,8,8.5,7.5,838,402,FALSE
female,22,65,6,7.5,8,8,8,7.5,1596,230,male,27,72,6.5,8,7.5,8,7.5,7.5,734,226,FALSE
female,22,71,5.5,8,7.5,8,7,7,1605,432,male,24,77,5.5,8,7,8,7,7.5,735,387,FALSE
female,25,65,6,7.5,7.5,7.5,8,7.5,1950,465,male,30,74,6,7.5,7.5,7.5,8,7.5,1047,275,TRUE
female,24,70,4.5,8,7.5,8,8,7.5,527,778,male,24,80,6,8,7.5,8,7.5,7.5,1075,213,FALSE
female,28,72,6,8,7,8,8,7.5,597,205,male,32,66,4,7.5,7,8,7,7,373,155,FALSE
female,24,65,6,8,8,8,8,7.5,1299,518,male,25,63,5.5,7.5,7.5,7.5,7.5,8,789,412,FALSE
female,25,69,5.5,8.5,7.5,8.5,8,7.5,959,230,male,25,72,5,8,7.5,8,8,7.5,557,135,FALSE
female,27,63,6,7.5,7.5,7.5,7,7,1102,518,male,27,76,6,7.5,7.5,8,7,7.5,1465,525,FALSE
female,24,68,5.5,8,7.5,8,7.5,7.5,757,230,male,25,74,5.5,8,7.5,8,7.5,7.5,782,216,TRUE
female,28,64,7,8,7,7.5,7,7,707,417,male,30,72,7,8,7,8.5,7,7.5,1350,407,TRUE
female,22,66,5,7.5,7.5,7.5,8,7.5,848,230,male,25,71,6.5,8,7.5,8,7.5,7.5,992,217,TRUE
female,23,59,5,8,7.5,7.5,7.5,7.5,338,435,male,26,71,5.5,7.5,7,7.5,7.5,8,1014,486,FALSE
female,24,67,5.5,8,7.5,8,8,7,1150,584,male,25,77,6,7.5,7.5,7.5,7,7,711,367,TRUE
female,23,68,6.5,8,7.5,8,7.5,7.5,1028,417,male,25,72,5.5,8,7.5,8.5,8,8,2203,520,TRUE
female,24,68,6,8,7.5,8.5,8,7.5,1727,230,male,27,69,5.5,7.5,7.5,7.5,7.5,7.5,1757,226,FALSE
female,24,64,5.5,7.5,7.5,7.5,7.5,7.5,337,444,male,25,72,6,8,7.5,8,8,7.5,825,345,FALSE
female,26,65,6,8,7.5,8,7.5,7,632,354,male,26,72,6,8,7.5,8,8,7.5,1284,427,TRUE
female,22,66,5,9,7.5,7.5,8.5,7.5,538,224,male,23,73,5.5,7.5,7.5,8,8.5,8,790,224,TRUE
female,26,68,5.5,7.5,7.5,7.5,8,7,851,432,male,25,68,5,7.5,7,7.5,8,7,991,101,TRUE
female,25,67,5.5,8,7.5,7.5,8,7.5,1258,520,male,24,70,6.5,7.5,7.5,8,8,7.5,990,427,TRUE
female,24,66,5.5,7.5,7.5,7.5,8,7.5,1131,430,male,25,71,5.5,8,7.5,8,7,7.5,1560,461,FALSE
female,23,66,6,7.5,7.5,8,7.5,7.5,1032,230,male,24,68,6,7.5,7,8,8,7.5,1246,230,FALSE
female,25,63,4.5,7.5,7.5,7.5,7,7.5,1137,230,male,33,68,5.5,7.5,7.5,7.5,7.5,7.5,364,51,FALSE
female,27,65,5.5,7.5,7.5,7.5,7.5,7.5,571,265,male,34,76,5.5,7.5,7,7.5,8,7.5,624,442,TRUE
female,22,64,5.5,8,7,8,7,7,886,407,male,23,73,5.5,8,7.5,8,7.5,7.5,823,400,TRUE
female,26,62,6.5,8,7.5,8,7.5,7,1816,292,male,27,72,7.5,7.5,7,8,7,7,2292,406,TRUE
female,26,64,6,7.5,7,7.5,7.5,7.5,1366,230,male,29,69,6,7,7,7,7,7,1115,230,TRUE
female,26,69,7.5,8,8,8,7.5,7.5,828,470,male,33,72,8,8,7,8.5,8,8,1163,1083,TRUE
female,28,67,4.5,7.5,7,8,7,7,556,412,male,30,68,4,7.5,7.5,7.5,8,7.5,1044,652,TRUE
female,26,66,6.5,8,7.5,8,7,7.5,868,608,male,26,69,6,8,7.5,8,7.5,7.5,383,385,TRUE
female,28,68,5.5,7.5,7.5,7.5,8,7.5,688,205,male,28,76,6,7.5,7.5,8,8.5,7.5,1385,448,TRUE
female,25,64,5.5,8,7.5,8,8.5,7.5,978,516,male,23,69,6,7.5,6.5,7.5,7,7.5,1448,227,FALSE
female,27,66,6.5,7.5,7.5,8,7.5,7.5,444,720,male,26,71,6,8,7,8,7.5,7.5,903,493,TRUE
female,22,63,6.5,8,7,8,8,7.5,1241,230,male,24,70,6,8.5,7,8,7.5,7.5,720,305,FALSE
female,25,66,6,8,7,8,7.5,7.5,1220,230,male,23,69,6.5,7.5,7.5,8,8.5,7.5,1440,562,TRUE
female,23,61,6,7.5,7,7.5,7,7,1030,494,male,23,72,5.5,8,7,8,7.5,7.5,772,446,TRUE
female,24,64,6.5,7.5,7.5,7.5,8.5,8,1312,642,male,24,72,6.5,7.5,7.5,7.5,8,8,586,624,FALSE
female,22,61,6,8,7,8,7,6.5,1112,230,male,25,75,5,7.5,7,7.5,7,7.5,190,96,FALSE
female,24,63,5,7.5,7.5,7.5,7.5,7.5,1666,486,male,25,67,5,7.5,7.5,8,8,7.5,545,247,FALSE
female,26,68,6,7.5,7.5,7.5,7.5,7.5,1399,402,male,29,71,5.5,7.5,7.5,7.5,7.5,7.5,1343,136,TRUE
female,22,64,7.5,7.5,7.5,8,7.5,7.5,1220,230,male,22,70,6.5,7.5,7.5,7.5,8,7.5,627,220,FALSE
female,29,62,7,8,7.5,7.5,8,7.5,961,162,male,30,72,7,7.5,7.5,7.5,7.5,7.5,580,77,TRUE
female,24,63,5.5,8,7.5,8,8.5,7.5,1416,488,male,24,69,6,8,7.5,8,8.5,7.5,1087,469,TRUE
female,23,67,6.5,7.5,7,7.5,7,7,1508,230,male,25,70,5.5,7.5,7.5,8,7,7.5,717,205,TRUE
female,23,64,6.5,7.5,7.5,8,7.5,7.5,1394,230,male,24,72,6,7.5,7.5,7.5,7,7.5,2151,228,TRUE
female,29,62,5,8,7,8,7.5,7,479,230,male,34,71,5,7.5,7,8,8.5,7.5,435,145,TRUE
female,23,65,6.5,8,7.5,8,7.5,7,1722,228,male,25,74,6.5,7.5,7.5,7.5,7.5,7.5,1135,227,TRUE
female,29,62,6,8,7.5,8,8.5,7.5,972,398,male,34,68,6,7.5,7,8,7,7,658,106,FALSE
female,26,72,4.5,7.5,7,8,7,7,738,407,male,28,71,4.5,8,7.5,8,8,7.5,494,316,TRUE
female,22,61,5.5,8,7,8,7,7,1133,230,male,23,68,4.5,8,7,8,7,7.5,637,212,FALSE
female,27,66,6,8,7.5,8,7,7,696,214,male,33,72,4.5,7.5,7.5,7.5,8,7.5,278,63,FALSE
female,22,69,6.5,7.5,8,8,7.5,7.5,678,221,male,23,78,6,7.5,8,7.5,7.5,7.5,496,229,FALSE
female,24,65,6,7.5,7.5,7.5,7,7,822,429,male,26,79,6,7.5,7.5,7.5,6.5,6.5,1235,473,FALSE
female,26,65,5,7.5,7.5,7.5,7.5,7.5,932,230,male,24,74,6,7.5,7.5,8,7.5,7.5,1129,230,FALSE
female,23,64,5,8,7.5,7.5,7.5,7.5,1042,537,male,24,74,6,8,8,8,8.5,7.5,1636,505,TRUE
female,23,65,4.5,7.5,7.5,7,7.5,7.5,790,533,male,23,73,6,8,7,8,7,7,795,544,TRUE
female,23,66,6,8.5,7,8,7.5,7.5,974,230,male,24,70,6,8,7,7.5,8,7.5,697,227,FALSE
female,24,64,7.5,8,7.5,8,8,7.5,1199,453,male,25,72,6,8.5,8.5,8.5,8.5,7.5,1004,523,TRUE
female,24,70,6.5,8,7.5,8.5,7,7.5,1555,230,male,23,72,7,7.5,7.5,8,7.5,7.5,1019,230,TRUE
